,school,sport,gamedate,type,opponent,conf,result,team_points,opp_points,ot,w,l,streak,arena,attendance,rank,gametime,Game String,US State,start_dt,opponent_rank,end_inc_window
192,michigan,basketball,2015-01-10,REG,Minnesota,Big Ten,W,62,57,,10,6,W 2,Crisler Arena,0.0,-,1:00p,Minnesota on January 10 1:00 PM,MICH.,2015-01-10 13:00:00,,2015-01-10 23:00:00
193,michigan,basketball,2015-01-13,REG,Ohio State,Big Ten,L,52,71,,10,7,L 1,Value City Arena,0.0,-,7:00p,Ohio State on January 13 7:00 PM,OHIO,2015-01-13 19:00:00,,2015-01-14 05:00:00
194,michigan,basketball,2015-01-17,REG,Northwestern,Big Ten,W,56,54,,11,7,W 1,Crisler Arena,0.0,-,8:15p,Northwestern on January 17 8:15 PM,MICH.,2015-01-17 20:15:00,,2015-01-18 06:15:00
195,michigan,basketball,2015-01-20,REG,Rutgers,Big Ten,W,54,50,,12,7,W 2,Louis Brown Athletic Center,0.0,-,6:30p,Rutgers on January 20 6:30 PM,N.J.,2015-01-20 18:30:00,,2015-01-21 04:30:00
196,michigan,basketball,2015-01-24,REG,Wisconsin (6),Big Ten,L,64,69,OT,12,8,L 1,Crisler Arena,0.0,-,7:00p,Wisconsin on January 24 7:00 PM,MICH.,2015-01-24 19:00:00,6,2015-01-25 05:00:00
197,michigan,basketball,2015-01-27,REG,Nebraska,Big Ten,W,58,44,,13,8,W 1,Crisler Arena,0.0,-,7:00p,Nebraska on January 27 7:00 PM,MICH.,2015-01-27 19:00:00,,2015-01-28 05:00:00
198,michigan,basketball,2015-02-01,REG,Michigan State,Big Ten,L,66,76,OT,13,9,L 1,Breslin Events Center,0.0,-,1:00p,Michigan State on February 1 1:00 PM,MICH.,2015-02-01 13:00:00,,2015-02-01 23:00:00
199,michigan,basketball,2015-02-05,REG,Iowa,Big Ten,L,54,72,,13,10,L 2,Crisler Arena,0.0,-,7:00p,Iowa on February 5 7:00 PM,MICH.,2015-02-05 19:00:00,,2015-02-06 05:00:00
200,michigan,basketball,2015-02-08,REG,Indiana,Big Ten,L,67,70,,13,11,L 3,Assembly Hall,0.0,-,1:00p,Indiana on February 8 1:00 PM,IND.,2015-02-08 13:00:00,,2015-02-08 23:00:00
201,michigan,basketball,2015-02-12,REG,Illinois,Big Ten,L,52,64,OT,13,12,L 4,State Farm Center,0.0,-,9:00p,Illinois on February 12 8:00 PM,ILL.,2015-02-12 21:00:00,,2015-02-13 07:00:00
202,michigan,basketball,2015-02-17,REG,Michigan State,Big Ten,L,67,80,,13,13,L 5,Crisler Arena,0.0,-,9:00p,Michigan State on February 17 9:00 PM,MICH.,2015-02-17 21:00:00,,2015-02-18 07:00:00
203,michigan,basketball,2015-02-22,REG,Ohio State (24),Big Ten,W,64,57,,14,13,W 1,Crisler Arena,0.0,-,1:00p,Ohio State on February 22 1:00 PM,MICH.,2015-02-22 13:00:00,24,2015-02-22 23:00:00
204,michigan,basketball,2015-02-28,REG,Maryland (14),Big Ten,L,56,66,,14,14,L 1,Xfinity Center,0.0,-,12:00p,Maryland on February 28 12:00 PM,MD.,2015-02-28 12:00:00,14,2015-02-28 22:00:00
205,michigan,basketball,2015-03-03,REG,Northwestern,Big Ten,L,78,82,2OT,14,15,L 2,Welsh-Ryan Arena,0.0,-,9:00p,Northwestern on March 3 8:00 PM,ILL.,2015-03-03 21:00:00,,2015-03-04 07:00:00
206,michigan,basketball,2015-03-07,REG,Rutgers,Big Ten,W,79,69,,15,15,W 1,Crisler Arena,0.0,-,2:15p,Rutgers on March 7 2:15 PM,MICH.,2015-03-07 14:15:00,,2015-03-08 00:15:00
207,michigan,basketball,2015-03-12,CTOURN,Illinois,Big Ten,W,73,55,,16,15,W 2,United Center,0.0,-,12:00p,Illinois (#8) on March 12 11:00 AM,ILL.,2015-03-12 12:00:00,,2015-03-12 22:00:00
208,michigan,basketball,2015-03-13,CTOURN,Wisconsin (6),Big Ten,L,60,71,,16,16,L 1,United Center,0.0,-,12:00p,Wisconsin (#1) on March 13 11:00 AM,ILL.,2015-03-13 12:00:00,6,2015-03-13 22:00:00
209,michigan,basketball,2015-11-13,REG,Northern Michigan,,W,70,44,,1,0,W 1,Crisler Arena,0.0,25,7:00p,Northern Michigan on November 13 7:00 PM,MICH.,2015-11-13 19:00:00,,2015-11-14 05:00:00
210,michigan,basketball,2015-11-16,REG,Elon,CAA,W,88,68,,2,0,W 2,Crisler Arena,0.0,24,7:00p,Elon on November 16 7:00 PM,MICH.,2015-11-16 19:00:00,,2015-11-17 05:00:00
211,michigan,basketball,2015-11-20,REG,Xavier,Big East,L,70,86,,2,1,L 1,Crisler Arena,0.0,24,9:00p,Xavier on November 20 9:00 PM,MICH.,2015-11-20 21:00:00,,2015-11-21 07:00:00
212,michigan,basketball,2015-11-25,REG,Connecticut (18),AAC,L,60,74,,2,2,L 2,Imperial Arena at Atlantis Resort,0.0,-,9:30p,Connecticut on November 25 9:30 PM,BAHAMAS,2015-11-25 21:30:00,18,2015-11-26 07:30:00
213,michigan,basketball,2015-11-26,REG,Charlotte,CUSA,W,102,47,,3,2,W 1,Imperial Arena at Atlantis Resort,0.0,-,9:30p,Charlotte on November 26 9:30 PM,BAHAMAS,2015-11-26 21:30:00,,2015-11-27 07:30:00
214,michigan,basketball,2015-11-27,REG,Texas,Big 12,W,78,72,,4,2,W 2,Imperial Arena at Atlantis Resort,0.0,-,7:00p,Texas on November 27 7:00 PM,BAHAMAS,2015-11-27 19:00:00,,2015-11-28 05:00:00
215,michigan,basketball,2015-12-01,REG,NC State,ACC,W,66,59,,5,2,W 3,PNC Arena,0.0,-,7:00p,North Carolina State on December 1 7:00 PM,N.C.,2015-12-01 19:00:00,,2015-12-02 05:00:00
216,michigan,basketball,2015-12-05,REG,Houston Baptist,Southland,W,82,57,,6,2,W 4,Crisler Arena,0.0,-,2:00p,Houston Baptist on December 5 2:00 PM,MICH.,2015-12-05 14:00:00,,2015-12-06 00:00:00
217,michigan,basketball,2015-12-08,REG,Southern Methodist (19),AAC,L,58,82,,6,3,L 1,Moody Coliseum ,0.0,-,9:00p,SMU on December 8 8:00 PM,TEXAS,2015-12-08 21:00:00,19,2015-12-09 07:00:00
218,michigan,basketball,2015-12-12,REG,Delaware State,MEAC,W,80,33,,7,3,W 1,Crisler Arena,0.0,-,12:00p,Delaware State on December 12 12:00 PM,MICH.,2015-12-12 12:00:00,,2015-12-12 22:00:00
219,michigan,basketball,2015-12-15,REG,Northern Kentucky,Horizon,W,77,62,,8,3,W 2,Crisler Arena,0.0,-,7:00p,Northern Kentucky on December 15 7:00 PM,MICH.,2015-12-15 19:00:00,,2015-12-16 05:00:00
220,michigan,basketball,2015-12-19,REG,Youngstown State,Horizon,W,105,46,,9,3,W 3,Crisler Arena,0.0,-,6:00p,Youngstown State on December 19 6:00 PM,MICH.,2015-12-19 18:00:00,,2015-12-20 04:00:00
221,michigan,basketball,2015-12-23,REG,Bryant,NEC,W,96,60,,10,3,W 4,Crisler Arena,0.0,-,7:00p,Bryant on December 23 7:00 PM,MICH.,2015-12-23 19:00:00,,2015-12-24 05:00:00
222,michigan,basketball,2015-12-30,REG,Illinois,Big Ten,W,78,68,,11,3,W 5,State Farm Center,0.0,-,3:00p,Illinois on December 30 2:00 PM,ILL.,2015-12-30 15:00:00,,2015-12-31 01:00:00
223,michigan,basketball,2016-01-02,REG,Penn State,Big Ten,W,79,56,,12,3,W 6,Crisler Arena,0.0,-,12:00p,Penn State on January 2 12:00 PM,MICH.,2016-01-02 12:00:00,,2016-01-02 22:00:00
224,michigan,basketball,2016-01-07,REG,Purdue (20),Big Ten,L,70,87,,12,4,L 1,Mackey Arena,0.0,-,7:00p,Purdue on January 7 7:00 PM,IND.,2016-01-07 19:00:00,20,2016-01-08 05:00:00
225,michigan,basketball,2016-01-12,REG,Maryland (3),Big Ten,W,70,67,,13,4,W 1,Crisler Arena,0.0,-,9:00p,Maryland on January 12 9:00 PM,MICH.,2016-01-12 21:00:00,3,2016-01-13 07:00:00
226,michigan,basketball,2016-01-17,REG,Iowa (16),Big Ten,L,71,82,,13,5,L 1,Carver-Hawkeye Arena,0.0,-,4:30p,Iowa on January 17 3:30 PM,IOWA,2016-01-17 16:30:00,16,2016-01-18 02:30:00
227,michigan,basketball,2016-01-20,REG,Minnesota,Big Ten,W,74,69,,14,5,W 1,Crisler Arena,0.0,-,8:30p,Minnesota on January 20 8:30 PM,MICH.,2016-01-20 20:30:00,,2016-01-21 06:30:00
228,michigan,basketball,2016-01-23,REG,Nebraska,Big Ten,W,81,68,,15,5,W 2,Pinnacle Bank Arena,0.0,-,2:00p,Nebraska on January 23 1:00 PM,NEB.,2016-01-23 14:00:00,,2016-01-24 00:00:00
229,michigan,basketball,2016-01-27,REG,Rutgers,Big Ten,W,68,57,,16,5,W 3,Crisler Arena,0.0,-,7:00p,Rutgers on January 27 7:00 PM,MICH.,2016-01-27 19:00:00,,2016-01-28 05:00:00
230,michigan,basketball,2016-01-30,REG,Penn State,Big Ten,W,79,72,,17,5,W 4,Madison Square Garden (IV),0.0,-,12:00p,Penn State on January 30 12:00 PM,N.Y.,2016-01-30 12:00:00,,2016-01-30 22:00:00
231,michigan,basketball,2016-02-02,REG,Indiana (22),Big Ten,L,67,80,,17,6,L 1,Crisler Arena,0.0,-,9:00p,Indiana on February 2 9:00 PM,MICH.,2016-02-02 21:00:00,22,2016-02-03 07:00:00
232,michigan,basketball,2016-02-06,REG,Michigan State (10),Big Ten,L,73,89,,17,7,L 2,Crisler Arena,0.0,-,2:00p,Michigan State on February 6 2:00 PM,MICH.,2016-02-06 14:00:00,10,2016-02-07 00:00:00
233,michigan,basketball,2016-02-10,REG,Minnesota,Big Ten,W,82,74,,18,7,W 1,Williams Arena,0.0,-,9:00p,Minnesota on February 10 8:00 PM,MINN.,2016-02-10 21:00:00,,2016-02-11 07:00:00
234,michigan,basketball,2016-02-13,REG,Purdue (18),Big Ten,W,61,56,,19,7,W 2,Crisler Arena,0.0,-,2:00p,Purdue on February 13 2:00 PM,MICH.,2016-02-13 14:00:00,18,2016-02-14 00:00:00
235,michigan,basketball,2016-02-16,REG,Ohio State,Big Ten,L,66,76,,19,8,L 1,Value City Arena,0.0,-,7:00p,Ohio State on February 16 7:00 PM,OHIO,2016-02-16 19:00:00,,2016-02-17 05:00:00
236,michigan,basketball,2016-02-21,REG,Maryland (6),Big Ten,L,82,86,,19,9,L 2,Xfinity Center,0.0,-,1:00p,Maryland on February 21 1:00 PM,MD.,2016-02-21 13:00:00,6,2016-02-21 23:00:00
237,michigan,basketball,2016-02-24,REG,Northwestern,Big Ten,W,72,63,,20,9,W 1,Crisler Arena,0.0,-,7:00p,Northwestern on February 24 7:00 PM,MICH.,2016-02-24 19:00:00,,2016-02-25 05:00:00
238,michigan,basketball,2016-02-28,REG,Wisconsin,Big Ten,L,57,68,,20,10,L 1,Kohl Center,0.0,-,6:00p,Wisconsin on February 28 5:00 PM,WIS.,2016-02-28 18:00:00,,2016-02-29 04:00:00
239,michigan,basketball,2016-03-05,REG,Iowa (16),Big Ten,L,61,71,,20,11,L 2,Crisler Arena,0.0,-,8:00p,Iowa on March 5 8:00 PM,MICH.,2016-03-05 20:00:00,16,2016-03-06 06:00:00
240,michigan,basketball,2016-03-10,CTOURN,Northwestern,Big Ten,W,72,70,OT,21,11,W 1,Bankers Life Fieldhouse,0.0,-,12:00p,Northwestern (#9) on March 10 12:00 PM,IND.,2016-03-10 12:00:00,,2016-03-10 22:00:00
241,michigan,basketball,2016-03-11,CTOURN,Indiana (10),Big Ten,W,72,69,,22,11,W 2,Bankers Life Fieldhouse,0.0,-,12:00p,Indiana (#1) on March 11 12:00 PM,IND.,2016-03-11 12:00:00,10,2016-03-11 22:00:00
242,michigan,basketball,2016-03-12,CTOURN,Purdue (13),Big Ten,L,59,76,,22,12,L 1,Bankers Life Fieldhouse,0.0,-,1:00p,Purdue (#4) on March 12 1:00 PM,IND.,2016-03-12 13:00:00,13,2016-03-12 23:00:00
243,michigan,basketball,2016-03-16,NCAA,Tulsa,AAC,W,67,62,,23,12,W 1,University of Dayton Arena,0.0,,9:10p,Tulsa (#11) on March 16 9:10 PM,OHIO,2016-03-16 21:10:00,,2016-03-17 07:10:00
244,michigan,basketball,2016-03-18,NCAA,Notre Dame,ACC,L,63,70,,23,13,L 1,Barclays Center,0.0,,10:12p,Notre Dame (#6) on March 18 9:40 PM,N.Y.,2016-03-18 21:40:00,,2016-03-19 07:40:00
245,michigan,basketball,2016-11-11,REG,Howard,MEAC,W,76,58,,1,0,W 1,Crisler Arena,0.0,-,9:00p,Howard on November 11 9:00 PM,MICH.,2016-11-11 21:00:00,,2016-11-12 07:00:00
246,michigan,basketball,2016-11-13,REG,IUPUI,Summit,W,77,65,,2,0,W 2,Crisler Arena,0.0,-,12:00p,IUPUI on November 13 12:00 PM,MICH.,2016-11-13 12:00:00,,2016-11-13 22:00:00
247,michigan,basketball,2016-11-17,REG,Marquette,Big East,W,79,61,,3,0,W 3,Madison Square Garden (IV),0.0,-,9:30p,Marquette on November 17 9:30 PM,N.Y.,2016-11-17 21:30:00,,2016-11-18 07:30:00
248,michigan,basketball,2016-11-18,REG,Southern Methodist,AAC,W,76,54,,4,0,W 4,Madison Square Garden (IV),0.0,-,7:00p,SMU on November 18 7:00 PM,N.Y.,2016-11-18 19:00:00,,2016-11-19 05:00:00
249,michigan,basketball,2016-11-23,REG,South Carolina,SEC,L,46,61,,4,1,L 1,The Colonial Life Arena,0.0,25,5:00p,South Carolina on November 23 5:00 PM,S.C.,2016-11-23 17:00:00,,2016-11-24 03:00:00
250,michigan,basketball,2016-11-26,REG,Mount St. Mary's,NEC,W,64,47,,5,1,W 1,Crisler Arena,0.0,25,7:00p,Mount St. Mary's on November 26 7:00 PM,MICH.,2016-11-26 19:00:00,,2016-11-27 05:00:00
251,michigan,basketball,2016-11-30,REG,Virginia Tech,ACC,L,70,73,,5,2,L 1,Crisler Arena,0.0,-,7:15p,Virginia Tech on November 30 7:00 PM,MICH.,2016-11-30 19:00:00,,2016-12-01 05:00:00
252,michigan,basketball,2016-12-03,REG,Kennesaw State,A-Sun,W,82,55,,6,2,W 1,Crisler Arena,0.0,-,1:00p,Kennesaw State on December 3 1:00 PM,MICH.,2016-12-03 13:00:00,,2016-12-03 23:00:00
253,michigan,basketball,2016-12-06,REG,Texas,Big 12,W,53,50,,7,2,W 2,Crisler Arena,0.0,-,9:00p,Texas on December 6 9:00 PM,MICH.,2016-12-06 21:00:00,,2016-12-07 07:00:00
254,michigan,basketball,2016-12-10,REG,UCLA (2),Pac-12,L,84,102,,7,3,L 1,Pauley Pavilion,0.0,-,8:00p,UCLA on December 10 5:00 PM,CALIF.,2016-12-10 20:00:00,2,2016-12-11 06:00:00
255,michigan,basketball,2016-12-13,REG,Central Arkansas,Southland,W,97,53,,8,3,W 1,Crisler Arena,0.0,-,9:00p,Central Arkansas on December 13 9:00 PM,MICH.,2016-12-13 21:00:00,,2016-12-14 07:00:00
256,michigan,basketball,2016-12-17,REG,Maryland-Eastern Shore,MEAC,W,98,49,,9,3,W 2,Crisler Arena,0.0,-,3:00p,Maryland Eastern Shore on December 17 3:00 PM,MICH.,2016-12-17 15:00:00,,2016-12-18 01:00:00
257,michigan,basketball,2016-12-22,REG,Furman,Southern,W,68,62,,10,3,W 3,Crisler Arena,0.0,-,7:00p,Furman on December 22 7:00 PM,MICH.,2016-12-22 19:00:00,,2016-12-23 05:00:00
258,michigan,basketball,2017-01-01,REG,Iowa,Big Ten,L,83,86,OT,10,4,L 1,Carver-Hawkeye Arena,0.0,-,2:15p,Iowa on January 1 1:15 PM,IOWA,2017-01-01 14:15:00,,2017-01-02 00:15:00
259,michigan,basketball,2017-01-04,REG,Penn State,Big Ten,W,72,69,,11,4,W 1,Crisler Arena,0.0,-,8:30p,Penn State on January 4 8:30 PM,MICH.,2017-01-04 20:30:00,,2017-01-05 06:30:00
260,michigan,basketball,2017-01-07,REG,Maryland,Big Ten,L,70,77,,11,5,L 1,Crisler Arena,0.0,-,3:15p,Maryland on January 7 3:15 PM,MICH.,2017-01-07 15:15:00,,2017-01-08 01:15:00
261,michigan,basketball,2017-01-11,REG,Illinois,Big Ten,L,69,85,,11,6,L 2,State Farm Center,0.0,-,9:00p,Illinois on January 11 8:00 PM,ILL.,2017-01-11 21:00:00,,2017-01-12 07:00:00
262,michigan,basketball,2017-01-14,REG,Nebraska,Big Ten,W,91,85,,12,6,W 1,Crisler Arena,0.0,-,2:00p,Nebraska on January 14 2:00 PM,MICH.,2017-01-14 14:00:00,,2017-01-15 00:00:00
263,michigan,basketball,2017-01-17,REG,Wisconsin (17),Big Ten,L,64,68,,12,7,L 1,Kohl Center,0.0,-,9:00p,Wisconsin on January 17 8:00 PM,WIS.,2017-01-17 21:00:00,17,2017-01-18 07:00:00
264,michigan,basketball,2017-01-21,REG,Illinois,Big Ten,W,66,57,,13,7,W 1,Crisler Arena,0.0,-,2:15p,Illinois on January 21 2:15 PM,MICH.,2017-01-21 14:15:00,,2017-01-22 00:15:00
265,michigan,basketball,2017-01-26,REG,Indiana,Big Ten,W,90,60,,14,7,W 2,Crisler Arena,0.0,-,9:00p,Indiana on January 26 9:00 PM,MICH.,2017-01-26 21:00:00,,2017-01-27 07:00:00
266,michigan,basketball,2017-01-29,REG,Michigan State,Big Ten,L,62,70,,14,8,L 1,Breslin Events Center,0.0,-,1:00p,Michigan State on January 29 1:00 PM,MICH.,2017-01-29 13:00:00,,2017-01-29 23:00:00
267,michigan,basketball,2017-02-04,REG,Ohio State,Big Ten,L,66,70,,14,9,L 2,Crisler Arena,0.0,-,6:00p,Ohio State on February 4 6:00 PM,MICH.,2017-02-04 18:00:00,,2017-02-05 04:00:00
268,michigan,basketball,2017-02-07,REG,Michigan State,Big Ten,W,86,57,,15,9,W 1,Crisler Arena,0.0,-,9:00p,Michigan State on February 7 9:00 PM,MICH.,2017-02-07 21:00:00,,2017-02-08 07:00:00
269,michigan,basketball,2017-02-12,REG,Indiana,Big Ten,W,75,63,,16,9,W 2,Assembly Hall,0.0,-,1:00p,Indiana on February 12 1:00 PM,IND.,2017-02-12 13:00:00,,2017-02-12 23:00:00
270,michigan,basketball,2017-02-16,REG,Wisconsin (11),Big Ten,W,64,58,,17,9,W 3,Crisler Arena,0.0,-,7:00p,Wisconsin on February 16 7:00 PM,MICH.,2017-02-16 19:00:00,11,2017-02-17 05:00:00
271,michigan,basketball,2017-02-19,REG,Minnesota,Big Ten,L,78,83,OT,17,10,L 1,Williams Arena,0.0,-,7:00p,Minnesota on February 19 6:00 PM,MINN.,2017-02-19 19:00:00,,2017-02-20 05:00:00
272,michigan,basketball,2017-02-22,REG,Rutgers,Big Ten,W,68,64,,18,10,W 1,Louis Brown Athletic Center,0.0,-,6:30p,Rutgers on February 22 6:30 PM,N.J.,2017-02-22 18:30:00,,2017-02-23 04:30:00
273,michigan,basketball,2017-02-25,REG,Purdue (14),Big Ten,W,82,70,,19,10,W 2,Crisler Arena,0.0,-,4:00p,Purdue on February 25 4:00 PM,MICH.,2017-02-25 16:00:00,14,2017-02-26 02:00:00
274,michigan,basketball,2017-03-01,REG,Northwestern,Big Ten,L,65,67,,19,11,L 1,Welsh-Ryan Arena,0.0,-,7:00p,Northwestern on March 1 6:00 PM,ILL.,2017-03-01 19:00:00,,2017-03-02 05:00:00
275,michigan,basketball,2017-03-05,REG,Nebraska,Big Ten,W,93,57,,20,11,W 1,Pinnacle Bank Arena,0.0,-,8:00p,Nebraska on March 5 7:00 PM,NEB.,2017-03-05 20:00:00,,2017-03-06 06:00:00
276,michigan,basketball,2017-03-09,CTOURN,Illinois,Big Ten,W,75,55,,21,11,W 2,Verizon Center,0.0,-,12:00p,Illinois (#9) on March 9 12:20 PM,D.C.,2017-03-09 12:20:00,,2017-03-09 22:20:00
277,michigan,basketball,2017-03-10,CTOURN,Purdue (13),Big Ten,W,74,70,OT,22,11,W 3,Verizon Center,0.0,-,12:00p,Purdue (#1) on March 10 12:00 PM,D.C.,2017-03-10 12:00:00,13,2017-03-10 22:00:00
278,michigan,basketball,2017-03-11,CTOURN,Minnesota,Big Ten,W,84,77,,23,11,W 4,Verizon Center,0.0,-,1:00p,Minnesota (#4) on March 11 1:00 PM,D.C.,2017-03-11 13:00:00,,2017-03-11 23:00:00
279,michigan,basketball,2017-03-12,CTOURN,Wisconsin (24),Big Ten,W,71,56,,24,11,W 5,Verizon Center,0.0,-,3:00p,Wisconsin (#2) on March 12 3:00 PM,D.C.,2017-03-12 15:00:00,24,2017-03-13 01:00:00
280,michigan,basketball,2017-03-17,NCAA,Oklahoma State,Big 12,W,92,91,,25,11,W 6,Bankers Life Fieldhouse,0.0,,12:15p,Oklahoma State (#10) on March 17 12:15 PM,IND.,2017-03-17 12:15:00,,2017-03-17 22:15:00
281,michigan,basketball,2017-03-19,NCAA,Louisville (10),ACC,W,73,69,,26,11,W 7,Bankers Life Fieldhouse,0.0,,12:10p,Louisville (#2) on March 19 12:10 PM,IND.,2017-03-19 12:10:00,10,2017-03-19 22:10:00
282,michigan,basketball,2017-03-23,NCAA,Oregon (9),Pac-12,L,68,69,,26,12,L 1,Sprint Center,0.0,,7:09p,Oregon (#3) on March 23 6:09 PM,MO.,2017-03-23 19:09:00,9,2017-03-24 05:09:00
283,michigan,basketball,2017-11-11,REG,North Florida,A-Sun,W,86,66,,1,0,W 1,Crisler Arena,0.0,-,7:30p,North Florida on November 11 7:30 PM,MICH.,2017-11-11 19:30:00,,2017-11-12 05:30:00
284,michigan,basketball,2017-11-13,REG,Central Michigan,MAC,W,72,65,,2,0,W 2,Crisler Arena,0.0,-,7:00p,Central Michigan on November 13 7:00 PM,MICH.,2017-11-13 19:00:00,,2017-11-14 05:00:00
285,michigan,basketball,2017-11-16,REG,Southern Mississippi,CUSA,W,61,47,,3,0,W 3,Crisler Arena,0.0,-,7:00p,Southern Mississippi on November 16 7:00 PM,MICH.,2017-11-16 19:00:00,,2017-11-17 05:00:00
286,michigan,basketball,2017-11-20,REG,Louisiana State,SEC,L,75,77,,3,1,L 1,Lahaina Civic Center,0.0,-,11:00p,LSU on November 20 6:30 PM HT,HAWAI'I,2017-11-20 19:30:00,,2017-11-21 05:30:00
287,michigan,basketball,2017-11-21,REG,Chaminade,,W,102,64,,4,1,W 1,Lahaina Civic Center,0.0,-,8:00p,Chaminade on November 21 3:00 PM HT,HAWAI'I,2017-11-21 16:00:00,,2017-11-22 02:00:00
288,michigan,basketball,2017-11-22,REG,Virginia Commonwealth,A-10,W,68,60,,5,1,W 2,Lahaina Civic Center,0.0,-,5:00p,VCU on November 22 Noon HT,HAWAI'I,2017-11-22 13:00:00,,2017-11-22 23:00:00
289,michigan,basketball,2017-11-26,REG,UC Riverside,Big West,W,87,42,,6,1,W 3,Crisler Arena,0.0,-,4:00p,UC Riverside on November 26 4:00 PM,MICH.,2017-11-26 16:00:00,,2017-11-27 02:00:00
290,michigan,basketball,2017-11-29,REG,North Carolina (13),ACC,L,71,86,,6,2,L 1,Dean Smith Center,0.0,-,7:30p,North Carolina on November 29 7:30 PM,N.C.,2017-11-29 19:30:00,13,2017-11-30 05:30:00
291,michigan,basketball,2017-12-02,REG,Indiana,Big Ten,W,69,55,,7,2,W 1,Crisler Arena,0.0,-,12:30p,Indiana on December 2 12:30 PM,MICH.,2017-12-02 12:30:00,,2017-12-02 22:30:00
292,michigan,basketball,2017-12-04,REG,Ohio State,Big Ten,L,62,71,,7,3,L 1,Value City Arena,0.0,-,6:30p,Ohio State on December 4 6:30 PM,OHIO,2017-12-04 18:30:00,,2017-12-05 04:30:00
293,michigan,basketball,2017-12-09,REG,UCLA,Pac-12,W,78,69,OT,8,3,W 1,Crisler Arena,0.0,-,12:00p,UCLA on December 9 Noon,MICH.,2017-12-09 12:00:00,,2017-12-09 22:00:00
294,michigan,basketball,2017-12-12,REG,Texas,Big 12,W,59,52,,9,3,W 2,Frank Erwin Center,0.0,-,9:00p,Texas on December 12 8:00 PM CT,TEXAS,2017-12-12 21:00:00,,2017-12-13 07:00:00
295,michigan,basketball,2017-12-16,REG,Detroit Mercy,Horizon,W,90,58,,10,3,W 3,Little Caesars Arena,0.0,-,12:00p,Detroit on December 16 Noon,MICH. (LITTLE CAESARS ARENA),2017-12-16 12:00:00,,2017-12-16 22:00:00
296,michigan,basketball,2017-12-21,REG,Alabama A&M,SWAC,W,97,47,,11,3,W 4,Crisler Arena,0.0,-,9:00p,Alabama A&M on December 21 9:00 PM,MICH.,2017-12-21 21:00:00,,2017-12-22 07:00:00
297,michigan,basketball,2017-12-30,REG,Jacksonville,A-Sun,W,76,51,,12,3,W 5,Crisler Arena,0.0,-,6:00p,Jacksonville on December 30 6:00 PM,MICH.,2017-12-30 18:00:00,,2017-12-31 04:00:00
298,michigan,basketball,2018-01-02,REG,Iowa,Big Ten,W,75,68,,13,3,W 6,Carver-Hawkeye Arena,0.0,-,7:00p,Iowa on January 2 6:00 PM CT,IOWA,2018-01-02 19:00:00,,2018-01-03 05:00:00
299,michigan,basketball,2018-01-06,REG,Illinois,Big Ten,W,79,69,,14,3,W 7,Crisler Arena,0.0,-,12:00p,Illinois on January 6 Noon,MICH.,2018-01-06 12:00:00,,2018-01-06 22:00:00
300,michigan,basketball,2018-01-09,REG,Purdue (5),Big Ten,L,69,70,,14,4,L 1,Crisler Arena,0.0,-,9:00p,Purdue on January 9 9:00 PM,MICH.,2018-01-09 21:00:00,5,2018-01-10 07:00:00
301,michigan,basketball,2018-01-13,REG,Michigan State (4),Big Ten,W,82,72,,15,4,W 1,Breslin Events Center,0.0,-,12:00p,Michigan State on January 13 Noon,MICH.,2018-01-13 12:00:00,4,2018-01-13 22:00:00
302,michigan,basketball,2018-01-15,REG,Maryland,Big Ten,W,68,67,,16,4,W 2,Crisler Arena,0.0,23,6:30p,Maryland on January 15 6:30 PM,MICH.,2018-01-15 18:30:00,,2018-01-16 04:30:00
303,michigan,basketball,2018-01-18,REG,Nebraska,Big Ten,L,52,72,,16,5,L 1,Pinnacle Bank Arena,0.0,23,9:00p,Nebraska on January 18 8:00 PM CT,NEB.,2018-01-18 21:00:00,,2018-01-19 07:00:00
304,michigan,basketball,2018-01-21,REG,Rutgers,Big Ten,W,62,47,,17,5,W 1,Crisler Arena,0.0,23,12:00p,Rutgers on January 21 Noon,MICH.,2018-01-21 12:00:00,,2018-01-21 22:00:00
305,michigan,basketball,2018-01-25,REG,Purdue (3),Big Ten,L,88,92,,17,6,L 1,Mackey Arena,0.0,25,7:00p,Purdue on January 25 7:00 PM,IND.,2018-01-25 19:00:00,3,2018-01-26 05:00:00
306,michigan,basketball,2018-01-29,REG,Northwestern,Big Ten,W,58,47,,18,6,W 1,Crisler Arena,0.0,24,7:00p,Northwestern on January 29 7:00 PM,MICH.,2018-01-29 19:00:00,,2018-01-30 05:00:00
307,michigan,basketball,2018-02-03,REG,Minnesota,Big Ten,W,76,73,OT,19,6,W 2,Crisler Arena,0.0,24,2:30p,Minnesota on February 3 2:30 PM,MICH.,2018-02-03 14:30:00,,2018-02-04 00:30:00
308,michigan,basketball,2018-02-06,REG,Northwestern,Big Ten,L,52,61,,19,7,L 1,Allstate Arena,0.0,20,7:00p,Northwestern on February 6 6:00 PM CT,ILL.,2018-02-06 19:00:00,,2018-02-07 05:00:00
309,michigan,basketball,2018-02-11,REG,Wisconsin,Big Ten,W,83,72,,20,7,W 1,Kohl Center,0.0,20,1:00p,Wisconsin on February 11 Noon CT,WIS.,2018-02-11 13:00:00,,2018-02-11 23:00:00
