,school,gamedate,type,opponent,conf,result,team_points,opp_points,ot,w,l,streak,arena,rank,gametime,Game String,US State,start_dt
199,michigan,2/5/2015,REG,Iowa,Big Ten,L,54,72,,13,10,L 2,Crisler Arena,-,7:00p,Iowa on February 5 7:00 PM,MICH.,2015-02-05 19:00:00
200,michigan,2/8/2015,REG,Indiana,Big Ten,L,67,70,,13,11,L 3,Assembly Hall,-,1:00p,Indiana on February 8 1:00 PM,IND.,2015-02-08 13:00:00
201,michigan,2/12/2015,REG,Illinois,Big Ten,L,52,64,OT,13,12,L 4,State Farm Center,-,9:00p,Illinois on February 12 8:00 PM,ILL.,2015-02-12 21:00:00
202,michigan,2/17/2015,REG,Michigan State,Big Ten,L,67,80,,13,13,L 5,Crisler Arena,-,9:00p,Michigan State on February 17 9:00 PM,MICH.,2015-02-17 21:00:00
203,michigan,2/22/2015,REG,Ohio State (24),Big Ten,W,64,57,,14,13,W 1,Crisler Arena,-,1:00p,Ohio State on February 22 1:00 PM,MICH.,2015-02-22 13:00:00
204,michigan,2/28/2015,REG,Maryland (14),Big Ten,L,56,66,,14,14,L 1,Xfinity Center,-,12:00p,Maryland on February 28 12:00 PM,MD.,2015-02-28 12:00:00
205,michigan,3/3/2015,REG,Northwestern,Big Ten,L,78,82,2OT,14,15,L 2,Welsh-Ryan Arena,-,9:00p,Northwestern on March 3 8:00 PM,ILL.,2015-03-03 21:00:00
206,michigan,3/7/2015,REG,Rutgers,Big Ten,W,79,69,,15,15,W 1,Crisler Arena,-,2:15p,Rutgers on March 7 2:15 PM,MICH.,2015-03-07 14:15:00
207,michigan,3/12/2015,CTOURN,Illinois,Big Ten,W,73,55,,16,15,W 2,United Center,-,12:00p,Illinois (#8) on March 12 11:00 AM,ILL.,2015-03-12 12:00:00
208,michigan,3/13/2015,CTOURN,Wisconsin (6),Big Ten,L,60,71,,16,16,L 1,United Center,-,12:00p,Wisconsin (#1) on March 13 11:00 AM,ILL.,2015-03-13 12:00:00
209,michigan,11/13/2015,REG,Northern Michigan,,W,70,44,,1,0,W 1,Crisler Arena,25,7:00p,Northern Michigan on November 13 7:00 PM,MICH.,2015-11-13 19:00:00
210,michigan,11/16/2015,REG,Elon,CAA,W,88,68,,2,0,W 2,Crisler Arena,24,7:00p,Elon on November 16 7:00 PM,MICH.,2015-11-16 19:00:00
211,michigan,11/20/2015,REG,Xavier,Big East,L,70,86,,2,1,L 1,Crisler Arena,24,9:00p,Xavier on November 20 9:00 PM,MICH.,2015-11-20 21:00:00
212,michigan,11/25/2015,REG,Connecticut (18),AAC,L,60,74,,2,2,L 2,Imperial Arena at Atlantis Resort,-,9:30p,Connecticut on November 25 9:30 PM,BAHAMAS,2015-11-25 21:30:00
213,michigan,11/26/2015,REG,Charlotte,CUSA,W,102,47,,3,2,W 1,Imperial Arena at Atlantis Resort,-,9:30p,Charlotte on November 26 9:30 PM,BAHAMAS,2015-11-26 21:30:00
214,michigan,11/27/2015,REG,Texas,Big 12,W,78,72,,4,2,W 2,Imperial Arena at Atlantis Resort,-,7:00p,Texas on November 27 7:00 PM,BAHAMAS,2015-11-27 19:00:00
215,michigan,12/1/2015,REG,NC State,ACC,W,66,59,,5,2,W 3,PNC Arena,-,7:00p,North Carolina State on December 1 7:00 PM,N.C.,2015-12-01 19:00:00
216,michigan,12/5/2015,REG,Houston Baptist,Southland,W,82,57,,6,2,W 4,Crisler Arena,-,2:00p,Houston Baptist on December 5 2:00 PM,MICH.,2015-12-05 14:00:00
217,michigan,12/8/2015,REG,Southern Methodist (19),AAC,L,58,82,,6,3,L 1,Moody Coliseum ,-,9:00p,SMU on December 8 8:00 PM,TEXAS,2015-12-08 21:00:00
218,michigan,12/12/2015,REG,Delaware State,MEAC,W,80,33,,7,3,W 1,Crisler Arena,-,12:00p,Delaware State on December 12 12:00 PM,MICH.,2015-12-12 12:00:00
219,michigan,12/15/2015,REG,Northern Kentucky,Horizon,W,77,62,,8,3,W 2,Crisler Arena,-,7:00p,Northern Kentucky on December 15 7:00 PM,MICH.,2015-12-15 19:00:00
220,michigan,12/19/2015,REG,Youngstown State,Horizon,W,105,46,,9,3,W 3,Crisler Arena,-,6:00p,Youngstown State on December 19 6:00 PM,MICH.,2015-12-19 18:00:00
221,michigan,12/23/2015,REG,Bryant,NEC,W,96,60,,10,3,W 4,Crisler Arena,-,7:00p,Bryant on December 23 7:00 PM,MICH.,2015-12-23 19:00:00
222,michigan,12/30/2015,REG,Illinois,Big Ten,W,78,68,,11,3,W 5,State Farm Center,-,3:00p,Illinois on December 30 2:00 PM,ILL.,2015-12-30 15:00:00
223,michigan,1/2/2016,REG,Penn State,Big Ten,W,79,56,,12,3,W 6,Crisler Arena,-,12:00p,Penn State on January 2 12:00 PM,MICH.,2016-01-02 12:00:00
224,michigan,1/7/2016,REG,Purdue (20),Big Ten,L,70,87,,12,4,L 1,Mackey Arena,-,7:00p,Purdue on January 7 7:00 PM,IND.,2016-01-07 19:00:00
225,michigan,1/12/2016,REG,Maryland (3),Big Ten,W,70,67,,13,4,W 1,Crisler Arena,-,9:00p,Maryland on January 12 9:00 PM,MICH.,2016-01-12 21:00:00
226,michigan,1/17/2016,REG,Iowa (16),Big Ten,L,71,82,,13,5,L 1,Carver-Hawkeye Arena,-,4:30p,Iowa on January 17 3:30 PM,IOWA,2016-01-17 16:30:00
227,michigan,1/20/2016,REG,Minnesota,Big Ten,W,74,69,,14,5,W 1,Crisler Arena,-,8:30p,Minnesota on January 20 8:30 PM,MICH.,2016-01-20 20:30:00
228,michigan,1/23/2016,REG,Nebraska,Big Ten,W,81,68,,15,5,W 2,Pinnacle Bank Arena,-,2:00p,Nebraska on January 23 1:00 PM,NEB.,2016-01-23 14:00:00
229,michigan,1/27/2016,REG,Rutgers,Big Ten,W,68,57,,16,5,W 3,Crisler Arena,-,7:00p,Rutgers on January 27 7:00 PM,MICH.,2016-01-27 19:00:00
230,michigan,1/30/2016,REG,Penn State,Big Ten,W,79,72,,17,5,W 4,Madison Square Garden (IV),-,12:00p,Penn State on January 30 12:00 PM,N.Y.,2016-01-30 12:00:00
231,michigan,2/2/2016,REG,Indiana (22),Big Ten,L,67,80,,17,6,L 1,Crisler Arena,-,9:00p,Indiana on February 2 9:00 PM,MICH.,2016-02-02 21:00:00
232,michigan,2/6/2016,REG,Michigan State (10),Big Ten,L,73,89,,17,7,L 2,Crisler Arena,-,2:00p,Michigan State on February 6 2:00 PM,MICH.,2016-02-06 14:00:00
233,michigan,2/10/2016,REG,Minnesota,Big Ten,W,82,74,,18,7,W 1,Williams Arena,-,9:00p,Minnesota on February 10 8:00 PM,MINN.,2016-02-10 21:00:00
234,michigan,2/13/2016,REG,Purdue (18),Big Ten,W,61,56,,19,7,W 2,Crisler Arena,-,2:00p,Purdue on February 13 2:00 PM,MICH.,2016-02-13 14:00:00
235,michigan,2/16/2016,REG,Ohio State,Big Ten,L,66,76,,19,8,L 1,Value City Arena,-,7:00p,Ohio State on February 16 7:00 PM,OHIO,2016-02-16 19:00:00
236,michigan,2/21/2016,REG,Maryland (6),Big Ten,L,82,86,,19,9,L 2,Xfinity Center,-,1:00p,Maryland on February 21 1:00 PM,MD.,2016-02-21 13:00:00
237,michigan,2/24/2016,REG,Northwestern,Big Ten,W,72,63,,20,9,W 1,Crisler Arena,-,7:00p,Northwestern on February 24 7:00 PM,MICH.,2016-02-24 19:00:00
238,michigan,2/28/2016,REG,Wisconsin,Big Ten,L,57,68,,20,10,L 1,Kohl Center,-,6:00p,Wisconsin on February 28 5:00 PM,WIS.,2016-02-28 18:00:00
239,michigan,3/5/2016,REG,Iowa (16),Big Ten,L,61,71,,20,11,L 2,Crisler Arena,-,8:00p,Iowa on March 5 8:00 PM,MICH.,2016-03-05 20:00:00
240,michigan,3/10/2016,CTOURN,Northwestern,Big Ten,W,72,70,OT,21,11,W 1,Bankers Life Fieldhouse,-,12:00p,Northwestern (#9) on March 10 12:00 PM,IND.,2016-03-10 12:00:00
241,michigan,3/11/2016,CTOURN,Indiana (10),Big Ten,W,72,69,,22,11,W 2,Bankers Life Fieldhouse,-,12:00p,Indiana (#1) on March 11 12:00 PM,IND.,2016-03-11 12:00:00
242,michigan,3/12/2016,CTOURN,Purdue (13),Big Ten,L,59,76,,22,12,L 1,Bankers Life Fieldhouse,-,1:00p,Purdue (#4) on March 12 1:00 PM,IND.,2016-03-12 13:00:00
243,michigan,3/16/2016,NCAA,Tulsa,AAC,W,67,62,,23,12,W 1,University of Dayton Arena,,9:10p,Tulsa (#11) on March 16 9:10 PM,OHIO,2016-03-16 21:10:00
244,michigan,3/18/2016,NCAA,Notre Dame,ACC,L,63,70,,23,13,L 1,Barclays Center,,10:12p,Notre Dame (#6) on March 18 9:40 PM,N.Y.,2016-03-18 21:40:00
245,michigan,11/11/2016,REG,Howard,MEAC,W,76,58,,1,0,W 1,Crisler Arena,-,9:00p,Howard on November 11 9:00 PM,MICH.,2016-11-11 21:00:00
246,michigan,11/13/2016,REG,IUPUI,Summit,W,77,65,,2,0,W 2,Crisler Arena,-,12:00p,IUPUI on November 13 12:00 PM,MICH.,2016-11-13 12:00:00
247,michigan,11/17/2016,REG,Marquette,Big East,W,79,61,,3,0,W 3,Madison Square Garden (IV),-,9:30p,Marquette on November 17 9:30 PM,N.Y.,2016-11-17 21:30:00
248,michigan,11/18/2016,REG,Southern Methodist,AAC,W,76,54,,4,0,W 4,Madison Square Garden (IV),-,7:00p,SMU on November 18 7:00 PM,N.Y.,2016-11-18 19:00:00
249,michigan,11/23/2016,REG,South Carolina,SEC,L,46,61,,4,1,L 1,The Colonial Life Arena,25,5:00p,South Carolina on November 23 5:00 PM,S.C.,2016-11-23 17:00:00
250,michigan,11/26/2016,REG,Mount St. Mary's,NEC,W,64,47,,5,1,W 1,Crisler Arena,25,7:00p,Mount St. Mary's on November 26 7:00 PM,MICH.,2016-11-26 19:00:00
251,michigan,11/30/2016,REG,Virginia Tech,ACC,L,70,73,,5,2,L 1,Crisler Arena,-,7:15p,Virginia Tech on November 30 7:00 PM,MICH.,2016-11-30 19:00:00
252,michigan,12/3/2016,REG,Kennesaw State,A-Sun,W,82,55,,6,2,W 1,Crisler Arena,-,1:00p,Kennesaw State on December 3 1:00 PM,MICH.,2016-12-03 13:00:00
253,michigan,12/6/2016,REG,Texas,Big 12,W,53,50,,7,2,W 2,Crisler Arena,-,9:00p,Texas on December 6 9:00 PM,MICH.,2016-12-06 21:00:00
254,michigan,12/10/2016,REG,UCLA (2),Pac-12,L,84,102,,7,3,L 1,Pauley Pavilion,-,8:00p,UCLA on December 10 5:00 PM,CALIF.,2016-12-10 20:00:00
255,michigan,12/13/2016,REG,Central Arkansas,Southland,W,97,53,,8,3,W 1,Crisler Arena,-,9:00p,Central Arkansas on December 13 9:00 PM,MICH.,2016-12-13 21:00:00
256,michigan,12/17/2016,REG,Maryland-Eastern Shore,MEAC,W,98,49,,9,3,W 2,Crisler Arena,-,3:00p,Maryland Eastern Shore on December 17 3:00 PM,MICH.,2016-12-17 15:00:00
257,michigan,12/22/2016,REG,Furman,Southern,W,68,62,,10,3,W 3,Crisler Arena,-,7:00p,Furman on December 22 7:00 PM,MICH.,2016-12-22 19:00:00
258,michigan,1/1/2017,REG,Iowa,Big Ten,L,83,86,OT,10,4,L 1,Carver-Hawkeye Arena,-,2:15p,Iowa on January 1 1:15 PM,IOWA,2017-01-01 14:15:00
259,michigan,1/4/2017,REG,Penn State,Big Ten,W,72,69,,11,4,W 1,Crisler Arena,-,8:30p,Penn State on January 4 8:30 PM,MICH.,2017-01-04 20:30:00
260,michigan,1/7/2017,REG,Maryland,Big Ten,L,70,77,,11,5,L 1,Crisler Arena,-,3:15p,Maryland on January 7 3:15 PM,MICH.,2017-01-07 15:15:00
261,michigan,1/11/2017,REG,Illinois,Big Ten,L,69,85,,11,6,L 2,State Farm Center,-,9:00p,Illinois on January 11 8:00 PM,ILL.,2017-01-11 21:00:00
262,michigan,1/14/2017,REG,Nebraska,Big Ten,W,91,85,,12,6,W 1,Crisler Arena,-,2:00p,Nebraska on January 14 2:00 PM,MICH.,2017-01-14 14:00:00
263,michigan,1/17/2017,REG,Wisconsin (17),Big Ten,L,64,68,,12,7,L 1,Kohl Center,-,9:00p,Wisconsin on January 17 8:00 PM,WIS.,2017-01-17 21:00:00
264,michigan,1/21/2017,REG,Illinois,Big Ten,W,66,57,,13,7,W 1,Crisler Arena,-,2:15p,Illinois on January 21 2:15 PM,MICH.,2017-01-21 14:15:00
265,michigan,1/26/2017,REG,Indiana,Big Ten,W,90,60,,14,7,W 2,Crisler Arena,-,9:00p,Indiana on January 26 9:00 PM,MICH.,2017-01-26 21:00:00
266,michigan,1/29/2017,REG,Michigan State,Big Ten,L,62,70,,14,8,L 1,Breslin Events Center,-,1:00p,Michigan State on January 29 1:00 PM,MICH.,2017-01-29 13:00:00
267,michigan,2/4/2017,REG,Ohio State,Big Ten,L,66,70,,14,9,L 2,Crisler Arena,-,6:00p,Ohio State on February 4 6:00 PM,MICH.,2017-02-04 18:00:00
268,michigan,2/7/2017,REG,Michigan State,Big Ten,W,86,57,,15,9,W 1,Crisler Arena,-,9:00p,Michigan State on February 7 9:00 PM,MICH.,2017-02-07 21:00:00
269,michigan,2/12/2017,REG,Indiana,Big Ten,W,75,63,,16,9,W 2,Assembly Hall,-,1:00p,Indiana on February 12 1:00 PM,IND.,2017-02-12 13:00:00
270,michigan,2/16/2017,REG,Wisconsin (11),Big Ten,W,64,58,,17,9,W 3,Crisler Arena,-,7:00p,Wisconsin on February 16 7:00 PM,MICH.,2017-02-16 19:00:00
271,michigan,2/19/2017,REG,Minnesota,Big Ten,L,78,83,OT,17,10,L 1,Williams Arena,-,7:00p,Minnesota on February 19 6:00 PM,MINN.,2017-02-19 19:00:00
272,michigan,2/22/2017,REG,Rutgers,Big Ten,W,68,64,,18,10,W 1,Louis Brown Athletic Center,-,6:30p,Rutgers on February 22 6:30 PM,N.J.,2017-02-22 18:30:00
273,michigan,2/25/2017,REG,Purdue (14),Big Ten,W,82,70,,19,10,W 2,Crisler Arena,-,4:00p,Purdue on February 25 4:00 PM,MICH.,2017-02-25 16:00:00
274,michigan,3/1/2017,REG,Northwestern,Big Ten,L,65,67,,19,11,L 1,Welsh-Ryan Arena,-,7:00p,Northwestern on March 1 6:00 PM,ILL.,2017-03-01 19:00:00
275,michigan,3/5/2017,REG,Nebraska,Big Ten,W,93,57,,20,11,W 1,Pinnacle Bank Arena,-,8:00p,Nebraska on March 5 7:00 PM,NEB.,2017-03-05 20:00:00
276,michigan,3/9/2017,CTOURN,Illinois,Big Ten,W,75,55,,21,11,W 2,Verizon Center,-,12:00p,Illinois (#9) on March 9 12:20 PM,D.C.,2017-03-09 12:20:00
277,michigan,3/10/2017,CTOURN,Purdue (13),Big Ten,W,74,70,OT,22,11,W 3,Verizon Center,-,12:00p,Purdue (#1) on March 10 12:00 PM,D.C.,2017-03-10 12:00:00
278,michigan,3/11/2017,CTOURN,Minnesota,Big Ten,W,84,77,,23,11,W 4,Verizon Center,-,1:00p,Minnesota (#4) on March 11 1:00 PM,D.C.,2017-03-11 13:00:00
279,michigan,3/12/2017,CTOURN,Wisconsin (24),Big Ten,W,71,56,,24,11,W 5,Verizon Center,-,3:00p,Wisconsin (#2) on March 12 3:00 PM,D.C.,2017-03-12 15:00:00
280,michigan,3/17/2017,NCAA,Oklahoma State,Big 12,W,92,91,,25,11,W 6,Bankers Life Fieldhouse,,12:15p,Oklahoma State (#10) on March 17 12:15 PM,IND.,2017-03-17 12:15:00
281,michigan,3/19/2017,NCAA,Louisville (10),ACC,W,73,69,,26,11,W 7,Bankers Life Fieldhouse,,12:10p,Louisville (#2) on March 19 12:10 PM,IND.,2017-03-19 12:10:00
282,michigan,3/23/2017,NCAA,Oregon (9),Pac-12,L,68,69,,26,12,L 1,Sprint Center,,7:09p,Oregon (#3) on March 23 6:09 PM,MO.,2017-03-23 19:09:00
283,michigan,11/11/2017,REG,North Florida,A-Sun,W,86,66,,1,0,W 1,Crisler Arena,-,7:30p,North Florida on November 11 7:30 PM,MICH.,2017-11-11 19:30:00
284,michigan,11/13/2017,REG,Central Michigan,MAC,W,72,65,,2,0,W 2,Crisler Arena,-,7:00p,Central Michigan on November 13 7:00 PM,MICH.,2017-11-13 19:00:00
285,michigan,11/16/2017,REG,Southern Mississippi,CUSA,W,61,47,,3,0,W 3,Crisler Arena,-,7:00p,Southern Mississippi on November 16 7:00 PM,MICH.,2017-11-16 19:00:00
286,michigan,11/20/2017,REG,Louisiana State,SEC,L,75,77,,3,1,L 1,Lahaina Civic Center,-,11:00p,LSU on November 20 6:30 PM HT,HAWAI'I,2017-11-20 19:30:00
287,michigan,11/21/2017,REG,Chaminade,,W,102,64,,4,1,W 1,Lahaina Civic Center,-,8:00p,Chaminade on November 21 3:00 PM HT,HAWAI'I,2017-11-21 16:00:00
288,michigan,11/22/2017,REG,Virginia Commonwealth,A-10,W,68,60,,5,1,W 2,Lahaina Civic Center,-,5:00p,VCU on November 22 Noon HT,HAWAI'I,2017-11-22 13:00:00
289,michigan,11/26/2017,REG,UC Riverside,Big West,W,87,42,,6,1,W 3,Crisler Arena,-,4:00p,UC Riverside on November 26 4:00 PM,MICH.,2017-11-26 16:00:00
290,michigan,11/29/2017,REG,North Carolina (13),ACC,L,71,86,,6,2,L 1,Dean Smith Center,-,7:30p,North Carolina on November 29 7:30 PM,N.C.,2017-11-29 19:30:00
291,michigan,12/2/2017,REG,Indiana,Big Ten,W,69,55,,7,2,W 1,Crisler Arena,-,12:30p,Indiana on December 2 12:30 PM,MICH.,2017-12-02 12:30:00
292,michigan,12/4/2017,REG,Ohio State,Big Ten,L,62,71,,7,3,L 1,Value City Arena,-,6:30p,Ohio State on December 4 6:30 PM,OHIO,2017-12-04 18:30:00
293,michigan,12/9/2017,REG,UCLA,Pac-12,W,78,69,OT,8,3,W 1,Crisler Arena,-,12:00p,UCLA on December 9 Noon,MICH.,2017-12-09 12:00:00
294,michigan,12/12/2017,REG,Texas,Big 12,W,59,52,,9,3,W 2,Frank Erwin Center,-,9:00p,Texas on December 12 8:00 PM CT,TEXAS,2017-12-12 21:00:00
295,michigan,12/16/2017,REG,Detroit Mercy,Horizon,W,90,58,,10,3,W 3,Little Caesars Arena,-,12:00p,Detroit on December 16 Noon,MICH. (LITTLE CAESARS ARENA),2017-12-16 12:00:00
296,michigan,12/21/2017,REG,Alabama A&M,SWAC,W,97,47,,11,3,W 4,Crisler Arena,-,9:00p,Alabama A&M on December 21 9:00 PM,MICH.,2017-12-21 21:00:00
297,michigan,12/30/2017,REG,Jacksonville,A-Sun,W,76,51,,12,3,W 5,Crisler Arena,-,6:00p,Jacksonville on December 30 6:00 PM,MICH.,2017-12-30 18:00:00
298,michigan,1/2/2018,REG,Iowa,Big Ten,W,75,68,,13,3,W 6,Carver-Hawkeye Arena,-,7:00p,Iowa on January 2 6:00 PM CT,IOWA,2018-01-02 19:00:00
299,michigan,1/6/2018,REG,Illinois,Big Ten,W,79,69,,14,3,W 7,Crisler Arena,-,12:00p,Illinois on January 6 Noon,MICH.,2018-01-06 12:00:00
300,michigan,1/9/2018,REG,Purdue (5),Big Ten,L,69,70,,14,4,L 1,Crisler Arena,-,9:00p,Purdue on January 9 9:00 PM,MICH.,2018-01-09 21:00:00
301,michigan,1/13/2018,REG,Michigan State (4),Big Ten,W,82,72,,15,4,W 1,Breslin Events Center,-,12:00p,Michigan State on January 13 Noon,MICH.,2018-01-13 12:00:00
302,michigan,1/15/2018,REG,Maryland,Big Ten,W,68,67,,16,4,W 2,Crisler Arena,23,6:30p,Maryland on January 15 6:30 PM,MICH.,2018-01-15 18:30:00
303,michigan,1/18/2018,REG,Nebraska,Big Ten,L,52,72,,16,5,L 1,Pinnacle Bank Arena,23,9:00p,Nebraska on January 18 8:00 PM CT,NEB.,2018-01-18 21:00:00
304,michigan,1/21/2018,REG,Rutgers,Big Ten,W,62,47,,17,5,W 1,Crisler Arena,23,12:00p,Rutgers on January 21 Noon,MICH.,2018-01-21 12:00:00
305,michigan,1/25/2018,REG,Purdue (3),Big Ten,L,88,92,,17,6,L 1,Mackey Arena,25,7:00p,Purdue on January 25 7:00 PM,IND.,2018-01-25 19:00:00
306,michigan,1/29/2018,REG,Northwestern,Big Ten,W,58,47,,18,6,W 1,Crisler Arena,24,7:00p,Northwestern on January 29 7:00 PM,MICH.,2018-01-29 19:00:00
307,michigan,2/3/2018,REG,Minnesota,Big Ten,W,76,73,OT,19,6,W 2,Crisler Arena,24,2:30p,Minnesota on February 3 2:30 PM,MICH.,2018-02-03 14:30:00
308,michigan,2/6/2018,REG,Northwestern,Big Ten,L,52,61,,19,7,L 1,Allstate Arena,20,7:00p,Northwestern on February 6 6:00 PM CT,ILL.,2018-02-06 19:00:00
309,michigan,2/11/2018,REG,Wisconsin,Big Ten,W,83,72,,20,7,W 1,Kohl Center,20,1:00p,Wisconsin on February 11 Noon CT,WIS.,2018-02-11 13:00:00
310,michigan,2/14/2018,REG,Iowa,Big Ten,W,74,59,,21,7,W 2,Crisler Arena,22,6:30p,Iowa on February 14 6:30 PM,MICH.,2018-02-14 18:30:00
311,michigan,2/18/2018,REG,Ohio State (8),Big Ten,W,74,62,,22,7,W 3,Crisler Arena,22,1:00p,Ohio State on February 18 1:00 PM,MICH.,2018-02-18 13:00:00
312,michigan,2/21/2018,REG,Penn State,Big Ten,W,72,63,,23,7,W 4,Bryce Jordan Center,17,7:00p,Penn State on February 21 7:00 PM,PA.,2018-02-21 19:00:00
313,michigan,2/24/2018,REG,Maryland,Big Ten,W,85,61,,24,7,W 5,Xfinity Center,17,12:00p,Maryland on February 24 Noon,MD.,2018-02-24 12:00:00
314,michigan,3/1/2018,CTOURN,Iowa,Big Ten,W,77,71,OT,25,7,W 6,Madison Square Garden (IV),15,2:25p,Iowa on March 1 2:30 PM,N.Y.,2018-03-01 14:30:00
315,michigan,3/2/2018,CTOURN,Nebraska,Big Ten,W,77,58,,26,7,W 7,Madison Square Garden (IV),15,2:30p,Nebraska on March 2 2:30 PM,N.Y.,2018-03-02 14:30:00
316,michigan,3/3/2018,CTOURN,Michigan State (2),Big Ten,W,75,64,,27,7,W 8,Madison Square Garden (IV),15,2:00p,Michigan State on March 3 2:00 PM,N.Y.,2018-03-03 14:00:00
317,michigan,3/4/2018,CTOURN,Purdue (8),Big Ten,W,75,66,,28,7,W 9,Madison Square Garden (IV),15,4:30p,Purdue on March 4 4:30 PM,N.Y.,2018-03-04 16:30:00
318,michigan,3/15/2018,NCAA,Montana,Big Sky,W,61,47,,29,7,W 10,Intrust Bank Arena,,9:50p,Montana on March 15 8:50 PM CT,KAN.,2018-03-15 21:50:00
319,michigan,3/17/2018,NCAA,Houston (21),AAC,W,64,63,,30,7,W 11,Intrust Bank Arena,,9:40p,Houston on March 17 8:40 PM CT,KAN.,2018-03-17 21:40:00
320,michigan,3/22/2018,NCAA,Texas A&M,SEC,W,99,72,,31,7,W 12,Staples Center,,7:37p,Texas A&M on March 22 4:37 PM PT,CALIF.,2018-03-22 19:37:00
321,michigan,3/24/2018,NCAA,Florida State,ACC,W,58,54,,32,7,W 13,Staples Center,,8:49p,Florida State on March 24 5:49 PM PT,CALIF.,2018-03-24 20:49:00
322,michigan,3/31/2018,NCAA,Loyola (IL),MVC,W,69,57,,33,7,W 14,Alamodome,,6:09p,Loyola Chicago on March 31 5:09 PM CT,TEXAS,2018-03-31 18:09:00
323,michigan,4/2/2018,NCAA,Villanova (2),Big East,L,62,79,,33,8,L 1,Alamodome,,9:20p,Villanova on April 2 8:19 PM CT,TEXAS,2018-04-02 21:19:00
324,michigan,11/6/2018,REG,Norfolk State,MEAC,W,63,44,,1,0,W 1,Crisler Arena,19,8:30p,Norfolk State on November 6 8:30 PM,MICH.,2018-11-06 20:30:00
325,michigan,11/10/2018,REG,Holy Cross,Patriot,W,56,37,,2,0,W 2,Crisler Arena,19,7:30p,Holy Cross on November 10 7:30 PM,MICH.,2018-11-10 19:30:00
326,michigan,11/14/2018,REG,Villanova (8),Big East,W,73,46,,3,0,W 3,Finneran Pavilion,18,6:30p,Villanova on November 14 6:30 p.m.,PA.,2018-11-14 18:30:00
327,michigan,11/17/2018,REG,George Washington,A-10,W,84,61,,4,0,W 4,Mohegan Sun Arena,18,12:00p,George Washington on November 17 Noon,CONN.,2018-11-17 12:00:00
328,michigan,11/18/2018,REG,Providence,Big East,W,66,47,,5,0,W 5,Mohegan Sun Arena,18,1:30p,Providence on November 18 1:30 PM,CONN.,2018-11-18 13:30:00
329,michigan,11/23/2018,REG,Chattanooga,Southern,W,83,55,,6,0,W 6,Crisler Arena,9,4:00p,Chattanooga on November 23 4:00 PM,MICH.,2018-11-23 16:00:00
330,michigan,11/28/2018,REG,North Carolina (11),ACC,W,84,67,,7,0,W 7,Crisler Arena,7,9:30p,North Carolina on November 28 9:30 PM,MICH.,2018-11-28 21:30:00
331,michigan,12/1/2018,REG,Purdue (19),Big Ten,W,76,57,,8,0,W 8,Crisler Arena,7,3:30p,Purdue on December 1 3:30 PM,MICH.,2018-12-01 15:30:00
332,michigan,12/4/2018,REG,Northwestern,Big Ten,W,62,60,,9,0,W 9,Welsh-Ryan Arena,5,9:00p,Northwestern on December 4 8:00 PM CT,ILL.,2018-12-04 21:00:00
333,michigan,12/8/2018,REG,South Carolina,SEC,W,89,78,,10,0,W 10,Crisler Arena,5,12:00p,South Carolina on December 8 Noon,MICH.,2018-12-08 12:00:00
334,michigan,12/15/2018,REG,Western Michigan,MAC,W,70,62,,11,0,W 11,Crisler Arena,5,2:00p,Western Michigan on December 15 2:00 PM,MICH.,2018-12-15 14:00:00
335,michigan,12/22/2018,REG,Air Force,MWC,W,71,50,,12,0,W 12,Crisler Arena,4,4:00p,Air Force on December 22 4:00 PM,MICH.,2018-12-22 16:00:00
336,michigan,12/30/2018,REG,Binghamton,AEC,W,74,52,,13,0,W 13,Crisler Arena,2,12:00p,Binghamton on December 30 Noon,MICH.,2018-12-30 12:00:00
337,michigan,1/3/2019,REG,Penn State,Big Ten,W,68,55,,14,0,W 14,Crisler Arena,2,7:00p,Penn State on January 3 7:00 PM,MICH.,2019-01-03 19:00:00
338,michigan,1/6/2019,REG,Indiana (21),Big Ten,W,74,63,,15,0,W 15,Crisler Arena,2,4:30p,Indiana on January 6 4:30 PM,MICH.,2019-01-06 16:30:00
339,michigan,1/10/2019,REG,Illinois,Big Ten,W,79,69,,16,0,W 16,State Farm Center,2,8:00p,Illinois on January 10 7:00 PM CT,ILL.,2019-01-10 20:00:00
340,michigan,1/13/2019,REG,Northwestern,Big Ten,W,80,60,,17,0,W 17,Crisler Arena,2,7:30p,Northwestern on January 13 7:30 PM,MICH.,2019-01-13 19:30:00
341,michigan,1/19/2019,REG,Wisconsin,Big Ten,L,54,64,,17,1,L 1,Kohl Center,2,12:00p,Wisconsin on January 19 11:00 AM CT,WIS.,2019-01-19 12:00:00
342,michigan,1/22/2019,REG,Minnesota,Big Ten,W,59,57,,18,1,W 1,Crisler Arena,5,7:00p,Minnesota on January 22 7:00 PM,MICH.,2019-01-22 19:00:00
343,michigan,1/25/2019,REG,Indiana,Big Ten,W,69,46,,19,1,W 2,Assembly Hall,5,6:30p,Indiana on January 25 6:30 PM,IND.,2019-01-25 18:30:00
344,michigan,1/29/2019,REG,Ohio State,Big Ten,W,65,49,,20,1,W 3,Crisler Arena,5,9:00p,Ohio State on January 29 9:00 PM,MICH.,2019-01-29 21:00:00
345,michigan,2/1/2019,REG,Iowa,Big Ten,L,59,74,,20,2,L 1,Carver-Hawkeye Arena,5,7:00p,Iowa on February 1 6:00 PM CT,IOWA,2019-02-01 19:00:00
